sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,bundler_initial,bundler_mode,categoryid,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,demo_product,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,michel_code,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,scott_code,selos_code,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,stamperija_code,stamp_continent,stamp_country,stamp_date,stamp_group,stamp_group1,stamp_group2,stamp_group3,stamp_product_type,stamp_specialoffers,stamp_year,status,tax_class_id,thumbnail,thumbnail_label,unknown_code,updated_at,url_key,url_path,visibility,weight,yvert_code,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
NIG16603a-Perforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:45,,,,,,,1,,,0,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,5.2,0,,,"Fire engines (COMMER Type A, Great Britain; Oshkosh T-1500 ARFF, Anguilla; Rosenbauer panther, Newcastle, Great Britain; Fire truck Bulldog 4X4, USA)",,,,,,NIG16603a,Africa,NIGER,,Transports - Fire engines,Transports - Planes,,,Perforated,,2016,1,2,,,,2017-02-02 10:07:34,fire-engines,,2,2,,1358,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,1,0,1,0,0,NIG16603a-Perforated12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16603a-Perforated19694,,,,,,,,,,,,,,,,,,,,
NIG16603a-Perforated12,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:45,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,7.7,1,,,"Fire engines (COMMER Type A, Great Britain; Oshkosh T-1500 ARFF, Anguilla; Rosenbauer panther, Newcastle, Great Britain; Fire truck Bulldog 4X4, USA)",,,,,,NIG16603a,Africa,NIGER,,Transports - Fire engines,Transports - Planes,,,FDC,,2016,1,2,,,,2017-02-02 10:07:34,fire-engines,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16603a-Perforated19694,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:45,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,5.2,1,,,"Fire engines (COMMER Type A, Great Britain; Oshkosh T-1500 ARFF, Anguilla; Rosenbauer panther, Newcastle, Great Britain; Fire truck Bulldog 4X4, USA)",,,,,,NIG16603a,Africa,NIGER,,Transports - Fire engines,Transports - Planes,,,CTO,,2016,1,2,,,,2017-02-02 10:07:34,fire-engines,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16603a-Imperforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:45,,,,,,,1,,,0,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,15,0,,,"Fire engines (COMMER Type A, Great Britain; Oshkosh T-1500 ARFF, Anguilla; Rosenbauer panther, Newcastle, Great Britain; Fire truck Bulldog 4X4, USA)",,,,,,NIG16603a,Africa,NIGER,,Transports - Fire engines,Transports - Planes,,,Imperforated,,2016,1,2,,,,2017-02-02 10:07:34,fire-engines,,2,2,,50,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,NIG16603a-Imperforated12786,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16603a-Imperforated35995,,,,,,,,,,,,,,,,,,,,
NIG16603a-Imperforated12786,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:45,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,17.5,1,,,"Fire engines (COMMER Type A, Great Britain; Oshkosh T-1500 ARFF, Anguilla; Rosenbauer panther, Newcastle, Great Britain; Fire truck Bulldog 4X4, USA)",,,,,,NIG16603a,Africa,NIGER,,Transports - Fire engines,Transports - Planes,,,FDC Imperf.,,2016,1,2,,,,2017-02-02 10:07:34,fire-engines,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16603a-Imperforated35995,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:45,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,15,1,,,"Fire engines (COMMER Type A, Great Britain; Oshkosh T-1500 ARFF, Anguilla; Rosenbauer panther, Newcastle, Great Britain; Fire truck Bulldog 4X4, USA)",,,,,,NIG16603a,Africa,NIGER,,Transports - Fire engines,Transports - Planes,,,CTO Imperf.,,2016,1,2,,,,2017-02-02 10:07:34,fire-engines,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16603b,,Default,grouped,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,Įjungta visi,,,,,2017-02-02 09:54:46,,,,,,,1,,,0,/N/I/NIG16603b_1.jpg,,,,,,,,,,,,Fire engines,,,Block after Info Column,,,0,,,"Fire engines (SISU-E11, Finland)",/N/I/NIG16603b_1.jpg,,,,,NIG16603b,Africa,NIGER,,Transports - Fire engines,,,,,,2016,1,,/N/I/NIG16603b_1.jpg,,,2017-02-02 10:07:35,fire-engines,,4,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,NIG16603b-Perforated,,,,,,,,,,88,/N/I/NIG16603b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16603b-Imperforated,,,,,,,,,,88,/N/I/NIG16603b_1.jpg,,2,0
NIG16603b-Perforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:46,,,,,,,1,,,0,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,5.2,0,,,"Fire engines (SISU-E11, Finland)",,,,,,NIG16603b,Africa,NIGER,,Transports - Fire engines,,,,Perforated,,2016,1,2,,,,2017-02-02 10:07:36,fire-engines,,2,2,,1362,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,1,0,1,0,0,NIG16603b-Perforated12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16603b-Perforated19694,,,,,,,,,,,,,,,,,,,,
NIG16603b-Perforated12,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:46,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,7.7,1,,,"Fire engines (SISU-E11, Finland)",,,,,,NIG16603b,Africa,NIGER,,Transports - Fire engines,,,,FDC,,2016,1,2,,,,2017-02-02 10:07:36,fire-engines,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16603b-Perforated19694,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:46,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,5.2,1,,,"Fire engines (SISU-E11, Finland)",,,,,,NIG16603b,Africa,NIGER,,Transports - Fire engines,,,,CTO,,2016,1,2,,,,2017-02-02 10:07:36,fire-engines,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16603b-Imperforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:46,,,,,,,1,,,0,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,15,0,,,"Fire engines (SISU-E11, Finland)",,,,,,NIG16603b,Africa,NIGER,,Transports - Fire engines,,,,Imperforated,,2016,1,2,,,,2017-02-02 10:07:36,fire-engines,,2,2,,50,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,NIG16603b-Imperforated12786,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16603b-Imperforated35995,,,,,,,,,,,,,,,,,,,,
NIG16603b-Imperforated12786,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:46,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,17.5,1,,,"Fire engines (SISU-E11, Finland)",,,,,,NIG16603b,Africa,NIGER,,Transports - Fire engines,,,,FDC Imperf.,,2016,1,2,,,,2017-02-02 10:07:36,fire-engines,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16603b-Imperforated35995,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:46,,,,,,,1,,,1,,,,,,,,,,,,,Fire engines,,,Block after Info Column,,15,1,,,"Fire engines (SISU-E11, Finland)",,,,,,NIG16603b,Africa,NIGER,,Transports - Fire engines,,,,CTO Imperf.,,2016,1,2,,,,2017-02-02 10:07:36,fire-engines,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604a,,Default,grouped,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,Įjungta visi,,,,,2017-02-02 09:54:46,,,,,,,1,,,0,/N/I/NIG16604a_1.jpg,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,,0,,,Year of the Rooster,/N/I/NIG16604a_1.jpg,,,,,NIG16604a,Africa,NIGER,,China - Year of Rooster,,,,,,2016,1,,/N/I/NIG16604a_1.jpg,,,2017-02-02 10:07:36,year-of-the-rooster,,4,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,NIG16604a-Perforated,,,,,,,,,,88,/N/I/NIG16604a.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16604a-Imperforated,,,,,,,,,,88,/N/I/NIG16604a_1.jpg,,2,0
NIG16604a-Perforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:47,,,,,,,1,,,0,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,5.2,0,,,Year of the Rooster,,,,,,NIG16604a,Africa,NIGER,,China - Year of Rooster,,,,Perforated,,2016,1,2,,,,2017-02-02 10:07:37,year-of-the-rooster,,2,2,,-11,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,NIG16604a-Perforated12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16604a-Perforated19694,,,,,,,,,,,,,,,,,,,,
NIG16604a-Perforated12,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:47,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,7.7,1,,,Year of the Rooster,,,,,,NIG16604a,Africa,NIGER,,China - Year of Rooster,,,,FDC,,2016,1,2,,,,2017-02-02 10:07:38,year-of-the-rooster,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604a-Perforated19694,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:47,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,5.2,1,,,Year of the Rooster,,,,,,NIG16604a,Africa,NIGER,,China - Year of Rooster,,,,CTO,,2016,1,2,,,,2017-02-02 10:07:38,year-of-the-rooster,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604a-Imperforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:47,,,,,,,1,,,0,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,15,0,,,Year of the Rooster,,,,,,NIG16604a,Africa,NIGER,,China - Year of Rooster,,,,Imperforated,,2016,1,2,,,,2017-02-02 10:07:38,year-of-the-rooster,,2,2,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,NIG16604a-Imperforated12786,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16604a-Imperforated35995,,,,,,,,,,,,,,,,,,,,
NIG16604a-Imperforated12786,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:47,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,17.5,1,,,Year of the Rooster,,,,,,NIG16604a,Africa,NIGER,,China - Year of Rooster,,,,FDC Imperf.,,2016,1,2,,,,2017-02-02 10:07:38,year-of-the-rooster,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604a-Imperforated35995,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:47,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,15,1,,,Year of the Rooster,,,,,,NIG16604a,Africa,NIGER,,China - Year of Rooster,,,,CTO Imperf.,,2016,1,2,,,,2017-02-02 10:07:38,year-of-the-rooster,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604b,,Default,grouped,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,Įjungta visi,,,,,2017-02-02 09:54:47,,,,,,,1,,,0,/N/I/NIG16604b_1.jpg,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,,0,,,Year of the Rooster,/N/I/NIG16604b_1.jpg,,,,,NIG16604b,Africa,NIGER,,China - Year of Rooster,,,,,,2016,1,,/N/I/NIG16604b_1.jpg,,,2017-02-02 10:07:38,year-of-the-rooster,,4,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,NIG16604b-Perforated,,,,,,,,,,88,/N/I/NIG16604b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16604b-Imperforated,,,,,,,,,,88,/N/I/NIG16604b_1.jpg,,2,0
NIG16604b-Perforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:47,,,,,,,1,,,0,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,5.2,0,,,Year of the Rooster,,,,,,NIG16604b,Africa,NIGER,,China - Year of Rooster,,,,Perforated,,2016,1,2,,,,2017-02-02 10:07:39,year-of-the-rooster,,2,2,,-10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,NIG16604b-Perforated12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16604b-Perforated19694,,,,,,,,,,,,,,,,,,,,
NIG16604b-Perforated12,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,7.7,1,,,Year of the Rooster,,,,,,NIG16604b,Africa,NIGER,,China - Year of Rooster,,,,FDC,,2016,1,2,,,,2017-02-02 10:07:39,year-of-the-rooster,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604b-Perforated19694,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,5.2,1,,,Year of the Rooster,,,,,,NIG16604b,Africa,NIGER,,China - Year of Rooster,,,,CTO,,2016,1,2,,,,2017-02-02 10:07:39,year-of-the-rooster,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604b-Imperforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,0,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,15,0,,,Year of the Rooster,,,,,,NIG16604b,Africa,NIGER,,China - Year of Rooster,,,,Imperforated,,2016,1,2,,,,2017-02-02 10:07:40,year-of-the-rooster,,2,2,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,NIG16604b-Imperforated12786,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16604b-Imperforated35995,,,,,,,,,,,,,,,,,,,,
NIG16604b-Imperforated12786,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,17.5,1,,,Year of the Rooster,,,,,,NIG16604b,Africa,NIGER,,China - Year of Rooster,,,,FDC Imperf.,,2016,1,2,,,,2017-02-02 10:07:40,year-of-the-rooster,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16604b-Imperforated35995,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,1,,,,,,,,,,,,,Year of the Rooster,,,Block after Info Column,,15,1,,,Year of the Rooster,,,,,,NIG16604b,Africa,NIGER,,China - Year of Rooster,,,,CTO Imperf.,,2016,1,2,,,,2017-02-02 10:07:40,year-of-the-rooster,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16605a,,Default,grouped,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,Įjungta visi,,,,,2017-02-02 09:54:48,,,,,,,1,,,0,/N/I/NIG16605a_1.jpg,,,,,,,,,,,,Chess,,,Block after Info Column,,,0,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",/N/I/NIG16605a_1.jpg,,,,,NIG16605a,Africa,NIGER,,Sport - Chess,,,,,,2016,1,,/N/I/NIG16605a_1.jpg,,,2017-02-02 10:07:40,chess,,4,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,NIG16605a-Perforated,,,,,,,,,,88,/N/I/NIG16605a.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16605a-Imperforated,,,,,,,,,,88,/N/I/NIG16605a_1.jpg,,2,0
NIG16605a-Perforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,0,,,,,,,,,,,,,Chess,,,Block after Info Column,,5.2,0,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",,,,,,NIG16605a,Africa,NIGER,,Sport - Chess,,,,Perforated,,2016,1,2,,,,2017-02-02 10:07:41,chess,,2,2,,1376,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,1,0,1,0,0,NIG16605a-Perforated12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16605a-Perforated19694,,,,,,,,,,,,,,,,,,,,
NIG16605a-Perforated12,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,1,,,,,,,,,,,,,Chess,,,Block after Info Column,,7.7,1,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",,,,,,NIG16605a,Africa,NIGER,,Sport - Chess,,,,FDC,,2016,1,2,,,,2017-02-02 10:07:41,chess,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16605a-Perforated19694,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:48,,,,,,,1,,,1,,,,,,,,,,,,,Chess,,,Block after Info Column,,5.2,1,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",,,,,,NIG16605a,Africa,NIGER,,Sport - Chess,,,,CTO,,2016,1,2,,,,2017-02-02 10:07:41,chess,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16605a-Imperforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:49,,,,,,,1,,,0,,,,,,,,,,,,,Chess,,,Block after Info Column,,15,0,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",,,,,,NIG16605a,Africa,NIGER,,Sport - Chess,,,,Imperforated,,2016,1,2,,,,2017-02-02 10:07:41,chess,,2,2,,50,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,NIG16605a-Imperforated12786,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16605a-Imperforated35995,,,,,,,,,,,,,,,,,,,,
NIG16605a-Imperforated12786,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:49,,,,,,,1,,,1,,,,,,,,,,,,,Chess,,,Block after Info Column,,17.5,1,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",,,,,,NIG16605a,Africa,NIGER,,Sport - Chess,,,,FDC Imperf.,,2016,1,2,,,,2017-02-02 10:07:41,chess,,2,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16605a-Imperforated35995,,Default,bundle,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:49,,,,,,,1,,,1,,,,,,,,,,,,,Chess,,,Block after Info Column,,15,1,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",,,,,,NIG16605a,Africa,NIGER,,Sport - Chess,,,,CTO Imperf.,,2016,1,2,,,,2017-02-02 10:07:41,chess,,1,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
NIG16605b,,Default,grouped,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,Įjungta visi,,,,,2017-02-02 09:54:49,,,,,,,1,,,0,/N/I/NIG16605b_1.jpg,,,,,,,,,,,,Chess,,,Block after Info Column,,,0,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",/N/I/NIG16605b_1.jpg,,,,,NIG16605b,Africa,NIGER,,Sport - Chess,,,,,,2016,1,,/N/I/NIG16605b_1.jpg,,,2017-02-02 10:07:42,chess,,4,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,NIG16605b-Perforated,,,,,,,,,,88,/N/I/NIG16605b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIG16605b-Imperforated,,,,,,,,,,88,/N/I/NIG16605b_1.jpg,,2,0
NIG16605b-Perforated,,Default,simple,NIGER 21 12 2016 - Code: NIG16601a-NIG16613b,Stamperija,base,,,,,,,2017-02-02 09:54:49,,,,,,,1,,,0,,,,,,,,,,,,,Chess,,,Block after Info Column,,5.2,0,,,"World Chess Championship 2016 (The champion Magnus Carlsen, Sergey Karjakin)",,,,,,NIG16605b,Africa,NIGER,,Sport - Chess,,,,Perforated,,2016,1,2,,,,2017-02-02 10:07:43,chess,,2,2,,1377,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,1,0,1,0,0,NIG16605b-Perforated12,,,,,,,,,,,,,,,,,,,,
